Timestamp,Source IP,Destination IP,Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Packet Length Mean,Packet Length Std,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,Label
2026-06-20 08:01:37,192.168.3.113,188.124.166.87,63051,594,6,9035,7,3,333,58,43276.1483,1106.8069,39.1,11.6604,2,3,8,1,4,PortScan
2026-06-20 10:34:43,192.168.1.117,152.119.231.214,31822,443,6,814565,16,28,24082,27724,63599.59,54.0166,1177.4091,406.5469,1,3,1,0,15,BENIGN
2026-06-20 14:11:03,192.168.1.132,209.43.96.43,42995,987,6,19158,6,2,475,278,39304.7291,417.5801,94.125,29.7333,2,7,3,0,3,PortScan
2026-06-20 14:47:51,192.168.3.221,50.163.228.86,8263,995,6,278854,11,48,8228,22547,110362.4119,211.5803,521.6102,230.4868,1,3,1,1,12,BENIGN
2026-06-20 11:12:11,192.168.1.8,89.130.108.4,1306,443,6,211545,119,5,421616,26843,2119922.4751,586.1637,3616.6048,1107.6916,0,179,4,3,69,DDoS
2026-06-20 09:38:26,192.168.3.138,21.138.45.120,40975,22,6,628688,72,116,44870,54756,158466.5208,299.0355,529.9255,163.6106,4,3,3,6,66,SSH-Patator
2026-06-20 12:29:14,192.168.0.26,140.96.195.26,27539,80,6,531121,28,6,376,15136,29206.1508,64.0155,456.2353,113.7401,1,1,1,2,12,BENIGN
2026-06-20 14:05:53,192.168.2.109,117.200.212.217,47329,110,6,1759973,5,31,9327,4179,7673.9814,20.4549,375.1667,101.0201,0,3,1,1,14,BENIGN
2026-06-20 15:17:54,192.168.3.35,50.50.174.83,6457,443,6,34866,358,15,485071,16021,14371938.278,10698.1013,1343.4102,555.71,1,34,2,0,15,DDoS
2026-06-20 09:16:18,192.168.3.249,165.46.166.199,40136,22,6,48547,3,64,9944,23143,681545.7186,1380.1059,493.8358,197.284,1,0,0,1,15,BENIGN
2026-06-20 09:46:10,192.168.0.118,190.45.243.143,56291,110,17,485595,19,40,542,12230,26301.7535,121.5004,216.4746,90.6467,2,2,0,2,2,BENIGN
2026-06-20 08:43:17,192.168.1.101,81.189.34.148,39453,53,6,474894,80,26,16957,23483,85155.8453,223.2077,381.5094,144.0939,1,1,1,2,6,BENIGN
2026-06-20 13:42:42,192.168.1.180,140.169.18.202,60699,80,6,272219,232,72,68365,73266,520283.3013,1116.7479,465.8914,239.1606,0,28,3,13,38,DoS Hulk
2026-06-20 13:18:27,192.168.3.210,39.8.63.162,12663,143,6,598595,16,54,18296,11340,49509.2675,116.9405,423.3714,180.0958,2,1,1,0,4,BENIGN
2026-06-20 12:49:31,192.168.3.3,114.124.109.87,62376,53,6,1121671,57,17,2674,9377,10743.7921,65.973,162.8514,57.9106,0,3,1,0,3,BENIGN
2026-06-20 09:59:16,192.168.0.202,198.136.67.36,10192,143,6,1014001,67,9,24002,442,24106.4851,74.9506,321.6316,142.4668,2,3,1,1,12,BENIGN
2026-06-20 12:41:50,192.168.0.148,35.51.92.151,15591,25,6,1532196,53,39,20274,12566,21433.2892,60.0445,356.9565,127.0889,1,3,0,2,6,BENIGN
2026-06-20 08:33:27,192.168.1.92,192.104.0.73,43094,443,17,1013429,8,26,6866,21359,27850.9891,33.5495,830.1471,184.1621,1,1,0,3,3,BENIGN
2026-06-20 14:40:00,192.168.0.94,118.240.98.169,9357,80,17,1850418,50,57,5958,6896,6946.5386,57.8248,120.1308,53.1845,0,1,1,2,4,BENIGN
2026-06-20 09:18:17,192.168.2.86,186.191.61.107,6506,22,6,1910341,11,38,5062,4748,5135.2088,25.6499,200.2041,72.0113,0,3,0,2,11,BENIGN
2026-06-20 08:51:52,192.168.2.142,201.10.237.148,22410,993,6,617564,48,46,11581,28367,64686.4131,152.2109,424.9787,168.4336,0,0,0,3,13,BENIGN
2026-06-20 15:45:48,192.168.1.104,206.7.152.92,58541,25,6,1530982,32,48,876,3860,3093.4394,52.254,59.2,22.3694,2,3,1,1,2,BENIGN
2026-06-20 09:02:24,192.168.2.165,91.228.146.240,11675,248,6,34203,4,0,371,242,17922.4045,116.9488,153.25,59.9137,2,11,2,1,2,PortScan
2026-06-20 10:31:41,192.168.1.52,127.200.120.40,47643,695,6,17654,4,1,553,92,36535.6293,283.2219,129.0,43.4131,1,5,8,1,1,PortScan
2026-06-20 15:57:49,192.168.3.164,74.54.44.208,32729,143,6,1919972,64,50,9492,20802,15778.3551,59.3759,265.7368,121.4057,1,3,0,1,11,BENIGN
2026-06-20 08:44:18,192.168.0.120,82.180.229.123,63517,25,6,570315,34,68,18776,13567,56710.7651,178.8485,317.0882,107.4083,2,0,0,2,8,BENIGN
2026-06-20 12:10:07,192.168.1.252,66.117.99.125,21408,6667,6,2112375,181,43,179675,212780,185788.5082,106.0418,1752.0312,556.5549,0,1,6,21,28,Bot
2026-06-20 10:06:51,192.168.1.221,172.170.238.224,12762,995,17,1939341,13,50,11270,18313,15254.1508,32.4853,469.5714,169.2114,0,3,1,3,4,BENIGN
2026-06-20 12:24:05,192.168.0.32,141.112.108.179,40772,715,6,7569,8,3,482,66,72400.5813,1453.2963,49.8182,17.0293,2,8,3,1,2,PortScan
2026-06-20 15:20:17,192.168.1.60,134.142.244.31,54185,80,6,786676,39,43,8465,8136,21102.7157,104.2361,202.4512,77.4863,2,2,1,3,2,BENIGN
2026-06-20 13:13:20,192.168.0.78,68.174.125.245,35728,8080,6,64500,337,69,592004,3736,9236279.0698,6294.5736,1467.3399,822.6406,4,95,4,22,51,DoS Hulk
2026-06-20 10:39:29,192.168.3.110,60.249.240.86,44973,25,6,616590,23,45,288,458,1209.8801,110.284,10.9706,2.255,2,0,1,2,8,BENIGN
2026-06-20 09:23:24,192.168.2.99,148.227.178.18,20578,22,17,856651,91,111,11429,48840,70354.2049,235.802,298.3614,99.8961,4,9,4,17,43,SSH-Patator
2026-06-20 10:50:38,192.168.3.92,126.97.10.55,2732,6667,6,6464014,154,158,52789,191762,37832.6841,48.2672,783.8173,364.6364,3,5,0,21,178,Bot
2026-06-20 12:24:43,192.168.1.18,124.146.153.49,61035,8080,6,4532939,66,105,86518,111233,43625.3389,37.7239,1156.4386,705.8575,5,15,2,12,91,Bot
2026-06-20 14:09:50,192.168.2.240,13.134.108.164,20527,143,6,135438,75,46,8166,2484,78633.766,893.3977,88.0165,22.0432,0,0,1,3,3,BENIGN
2026-06-20 14:03:46,192.168.2.70,22.174.237.190,27934,25,6,624390,24,44,4056,20121,38720.9917,108.9063,355.5441,188.1466,0,3,1,1,9,BENIGN
2026-06-20 12:44:39,192.168.1.58,56.162.18.115,11527,143,6,94761,73,31,11036,12966,253289.8555,1097.4979,230.7885,89.2703,0,3,0,0,1,BENIGN
2026-06-20 13:43:40,192.168.3.137,142.187.127.202,12414,995,6,641040,38,36,10583,15138,40123.8612,115.4374,347.5811,120.9159,1,1,1,3,14,BENIGN
2026-06-20 08:18:18,192.168.2.73,12.141.187.206,45740,110,17,20207,36,46,18664,5342,1188004.157,4057.9997,292.7561,81.8107,1,3,1,3,1,BENIGN
2026-06-20 14:44:57,192.168.3.145,111.187.65.195,51673,443,6,187164,58,32,2705,21893,131424.8467,480.8617,273.3111,114.7452,1,3,1,2,11,BENIGN
2026-06-20 14:36:22,192.168.0.40,74.144.232.159,34228,110,6,1180834,55,20,24014,25980,42337.8731,63.5144,666.5867,199.7144,1,2,0,2,7,BENIGN
2026-06-20 14:33:45,192.168.1.229,209.53.51.149,1183,6667,6,4113233,28,187,112859,152309,64467.0506,52.2703,1233.3395,478.6697,5,4,4,24,17,Bot
2026-06-20 15:51:18,192.168.2.207,43.81.247.99,49790,143,6,580442,78,50,24292,13852,65715.4375,220.5216,298.0,116.3504,2,0,1,0,10,BENIGN
2026-06-20 11:19:49,192.168.1.210,96.87.49.9,23464,443,6,167277,404,11,829128,22335,5090137.915,2480.9149,2051.7181,610.0798,0,126,2,8,26,DDoS
2026-06-20 09:32:51,192.168.3.83,152.50.140.84,3248,443,6,1848485,126,65,128779,134714,142545.3818,103.3279,1379.5445,449.3203,4,17,1,24,166,Bot
2026-06-20 15:23:06,192.168.0.121,192.137.174.24,21204,143,17,677540,15,34,20141,24527,65926.735,72.3205,911.5918,346.934,0,1,0,0,4,BENIGN
2026-06-20 08:21:56,192.168.1.146,110.245.47.104,19995,80,6,423815,414,48,631343,5855,1503481.4719,1090.0983,1379.2165,394.0171,0,80,8,12,82,DoS Hulk
2026-06-20 11:43:31,192.168.2.131,25.136.72.167,31178,435,6,53545,8,1,139,108,4612.9424,168.0829,27.4444,11.0829,3,4,3,1,3,PortScan
2026-06-20 12:42:03,192.168.3.55,191.64.99.22,45307,25,6,174074,15,58,4363,10393,84768.5467,419.3619,202.137,68.0892,1,0,1,2,5,BENIGN
2026-06-20 15:49:32,192.168.0.103,33.1.213.82,40803,80,17,234869,217,2,860904,8578,3701987.0651,932.4347,3970.2374,1637.0019,1,135,7,10,24,DDoS
2026-06-20 13:27:23,192.168.1.231,74.83.118.157,44815,22,17,388384,113,99,4745,57243,159604.9271,545.8515,292.3962,45.9673,2,23,4,10,66,SSH-Patator
2026-06-20 13:19:36,192.168.1.166,143.134.223.225,18932,993,17,39336,35,56,4175,19050,590426.0728,2313.4025,255.2198,64.0274,2,0,1,0,7,BENIGN
2026-06-20 13:46:26,192.168.0.161,84.7.224.216,48856,443,17,852439,214,54,98306,111984,246692.1387,314.392,784.6642,182.5113,4,2,1,29,88,Bot
2026-06-20 12:31:39,192.168.1.5,99.103.136.120,12932,53,6,512367,52,16,23217,16761,78026.1024,132.7174,587.9118,146.4999,2,1,0,1,9,BENIGN
2026-06-20 14:37:32,192.168.2.12,214.180.199.105,14403,8080,6,452470,471,76,638506,65844,1556677.7908,1208.9199,1287.66,387.1879,0,56,3,37,88,DoS Hulk
2026-06-20 10:43:04,192.168.2.160,183.241.25.242,17265,80,6,125932,675,19,163000,14794,1411825.4296,5510.9107,256.1873,87.6009,1,174,1,14,60,DDoS
2026-06-20 15:31:16,192.168.1.39,71.85.189.211,32457,21,6,617597,22,102,3757,32722,59066.0253,200.7782,294.1855,90.165,4,9,10,12,40,FTP-Patator
2026-06-20 09:47:54,192.168.0.51,20.94.155.237,43589,22,6,38328,18,69,19277,7966,710785.8485,2269.881,313.1379,110.7998,2,0,0,1,3,BENIGN
2026-06-20 15:04:05,192.168.1.211,163.133.3.109,34674,80,6,821804,61,18,14272,24920,47690.2035,96.13,496.1013,186.8057,1,1,0,3,13,BENIGN
2026-06-20 10:58:37,192.168.3.229,103.64.170.40,32336,80,17,443458,152,45,642248,23101,1500365.3108,444.236,3377.4061,1033.7167,3,51,10,20,88,DoS Hulk
2026-06-20 09:22:47,192.168.1.56,209.175.90.23,28260,80,17,348194,408,68,519083,67232,1683874.5067,1367.054,1231.7542,556.2286,1,109,8,26,34,DoS Hulk
2026-06-20 13:35:27,192.168.0.94,80.240.66.213,36243,22,6,542148,103,42,42546,5696,88983.0821,267.4546,332.7034,71.0735,0,19,3,20,60,SSH-Patator
2026-06-20 13:23:12,192.168.1.2,67.153.108.149,53875,143,17,763494,12,60,20320,9356,38868.6748,94.3033,412.1667,130.3257,0,0,1,0,1,BENIGN
2026-06-20 08:29:32,192.168.0.222,77.196.138.57,47026,143,6,1108388,78,27,10792,1232,10848.1867,94.7322,114.5143,47.219,2,1,1,0,5,BENIGN
2026-06-20 11:03:50,192.168.1.85,152.241.115.110,21724,80,6,171536,447,18,275391,16998,1704534.3252,2710.8012,628.7935,205.4608,1,175,8,3,14,DDoS
2026-06-20 11:56:48,192.168.2.112,33.26.39.192,31932,80,17,1101955,240,33,18775,213873,211122.9587,247.7415,852.1905,302.5739,0,20,6,6,104,Bot
2026-06-20 14:46:21,192.168.0.58,197.53.69.102,62264,22,6,1822105,42,8,14076,19640,18503.8733,27.4408,674.32,306.7015,0,3,0,3,3,BENIGN
2026-06-20 10:49:39,192.168.3.77,47.242.254.165,61166,995,17,1799096,71,14,18383,24981,24103.2163,47.246,510.1647,143.7057,0,1,1,2,15,BENIGN
2026-06-20 11:16:54,192.168.3.249,31.212.53.150,19399,80,6,20088,331,60,312158,64925,18771555.1573,19464.3568,964.4066,266.29,1,41,10,33,9,DoS Hulk
2026-06-20 08:59:11,192.168.1.215,26.67.47.181,14446,443,17,305064,23,66,5460,10044,50822.1226,291.7421,174.2022,44.1671,2,3,0,2,6,BENIGN
2026-06-20 08:06:46,192.168.1.168,135.56.80.163,14074,21,17,640504,102,80,23644,39125,97999.388,284.1512,344.8846,115.7155,3,21,4,3,88,FTP-Patator
2026-06-20 15:07:55,192.168.3.176,118.182.191.66,13136,8080,6,106410,553,14,397235,17951,3901757.3536,5328.4466,732.2504,302.8084,0,102,3,2,77,DDoS
2026-06-20 12:54:37,192.168.1.190,141.215.58.158,21330,443,17,71533,247,18,705348,18624,10120811.3738,3704.5839,2731.9698,908.0511,0,46,5,7,12,DDoS
2026-06-20 10:15:25,192.168.2.148,213.79.122.44,2505,22,6,892840,29,102,18835,29798,54470.0058,146.7228,371.2443,158.6694,0,6,7,7,85,SSH-Patator
2026-06-20 11:18:09,192.168.3.248,92.178.209.245,38351,781,17,16699,4,0,152,11,9761.0635,239.5353,40.75,12.4339,1,7,3,0,2,PortScan
2026-06-20 13:22:13,192.168.0.6,66.155.77.70,40053,993,6,273031,61,34,16583,20435,135581.6739,347.9458,389.6632,174.961,2,1,1,2,7,BENIGN
2026-06-20 11:44:12,192.168.3.183,144.78.214.15,23766,21,6,569570,63,100,39623,24931,113338.1323,286.1808,396.0368,101.8331,4,25,1,10,64,FTP-Patator
2026-06-20 14:07:57,192.168.0.203,26.65.5.59,31044,995,17,1907883,64,42,2138,15541,9266.2915,55.559,166.783,49.798,2,0,1,2,11,BENIGN
2026-06-20 14:17:05,192.168.0.36,217.1.123.25,11849,661,6,23193,6,1,478,294,33285.9052,301.8152,110.2857,53.6123,2,8,4,0,0,PortScan
2026-06-20 08:59:14,192.168.2.67,167.52.33.151,17218,25,17,924565,29,11,12510,12868,27448.5839,43.2636,634.45,265.5275,2,3,0,3,2,BENIGN
2026-06-20 10:34:40,192.168.2.155,19.52.78.60,38549,80,6,6987666,62,158,107575,6813,16369.9868,31.484,519.9455,255.3372,3,2,5,26,37,Bot
2026-06-20 09:13:16,192.168.3.8,58.136.163.84,2944,260,6,41085,4,0,276,45,7813.0705,97.3591,80.25,31.7123,3,8,1,1,1,PortScan
2026-06-20 11:36:17,192.168.2.245,94.126.152.157,30062,443,6,192758,723,28,183498,24648,1079830.6685,3896.0769,277.1585,74.3968,2,173,2,16,42,DDoS
2026-06-20 10:53:29,192.168.1.213,177.38.112.246,58518,934,6,1634,8,3,86,62,90575.2754,6731.9461,13.4545,3.6617,1,12,1,0,1,PortScan
2026-06-20 12:58:30,192.168.1.83,47.126.18.165,8634,53,6,446542,79,47,10776,2093,28819.2376,282.1683,102.1349,20.407,1,0,0,3,11,BENIGN
2026-06-20 08:11:30,192.168.1.235,218.72.252.135,25194,22,17,1066600,41,61,11185,19396,28671.4795,95.631,299.8137,112.2219,2,0,1,0,10,BENIGN
2026-06-20 09:28:27,192.168.1.251,177.163.113.253,39530,53,6,1064244,20,64,7979,10851,17693.3109,78.9293,224.1667,91.3984,2,1,0,0,4,BENIGN
2026-06-20 10:18:46,192.168.0.108,63.87.67.221,4302,85,17,7796,7,2,160,101,33478.707,1154.4382,29.0,9.5028,0,3,2,1,4,PortScan
2026-06-20 08:44:28,192.168.2.85,92.34.195.70,63616,443,6,230571,219,27,871530,26935,3896695.5948,1066.9165,3652.2967,1196.5625,1,42,8,20,60,DDoS
2026-06-20 11:59:47,192.168.3.154,64.45.31.56,45919,995,17,976020,38,50,15871,29085,46060.5315,90.1621,510.8636,169.4106,2,0,0,2,6,BENIGN
2026-06-20 15:28:04,192.168.1.88,218.75.214.209,17346,143,6,1958061,59,30,1850,28346,15421.3786,45.4531,339.2809,95.639,0,3,1,3,15,BENIGN
2026-06-20 13:59:08,192.168.0.248,113.84.193.230,42629,22,17,1597819,20,23,13195,20868,21318.4347,26.9117,792.1628,214.6274,1,2,1,1,10,BENIGN
2026-06-20 14:51:30,192.168.3.163,210.233.27.12,27853,418,6,35562,7,1,166,146,8773.4098,224.9592,39.0,8.088,1,10,8,0,4,PortScan
2026-06-20 13:29:04,192.168.1.226,28.194.73.169,56494,143,17,768761,67,30,5768,4336,13143.2266,126.1771,104.1649,39.1895,2,0,1,0,5,BENIGN
2026-06-20 11:06:04,192.168.2.129,97.25.16.72,55564,80,6,1117268,28,50,15960,5226,18962.326,69.8132,271.6154,115.1491,1,0,0,0,1,BENIGN
2026-06-20 11:33:36,192.168.2.26,140.206.28.118,31722,25,17,676015,28,17,4043,6911,16203.7825,66.5666,243.4222,105.6666,0,0,1,3,9,BENIGN
2026-06-20 11:06:26,192.168.1.234,208.205.156.84,50834,143,6,1177272,47,16,5144,4334,8050.8158,53.5135,150.4444,62.5338,0,1,1,0,8,BENIGN
2026-06-20 14:55:59,192.168.3.195,145.21.5.205,28398,993,6,1114056,38,58,11462,4880,14668.9215,86.1716,170.2292,70.2916,1,2,1,3,13,BENIGN
2026-06-20 11:19:56,192.168.2.84,12.181.205.65,46119,299,17,14894,7,1,546,59,40620.384,537.129,75.625,8.841,3,12,7,0,2,PortScan
2026-06-20 08:14:57,192.168.1.50,146.91.158.125,18913,993,6,1507404,50,26,21789,16733,25555.1929,50.4178,506.8684,226.329,1,2,1,1,4,BENIGN
2026-06-20 14:01:54,192.168.3.45,38.58.70.93,59656,143,6,1225358,8,30,11855,10740,18439.5091,31.0113,594.6053,338.9301,2,2,0,0,10,BENIGN
2026-06-20 11:15:48,192.168.0.215,71.169.75.171,37308,8080,6,6971628,25,63,24999,198594,32071.8489,12.6226,2540.8295,968.483,1,12,1,12,89,Bot
2026-06-20 13:15:45,192.168.1.141,124.89.22.147,8509,993,6,1483247,64,39,10894,4434,10334.0846,69.4422,148.8155,37.4587,2,1,0,1,13,BENIGN
2026-06-20 12:10:20,192.168.3.157,158.121.109.14,1946,995,6,389747,9,23,19580,15896,91023.1509,82.1045,1108.625,437.0022,2,2,1,3,4,BENIGN
2026-06-20 14:21:07,192.168.3.162,37.135.0.166,40510,8080,6,384413,129,22,196255,71746,697169.4506,392.8067,1774.8411,710.026,4,69,7,5,89,DoS Hulk
2026-06-20 11:53:30,192.168.3.233,166.198.103.78,29925,80,17,2780017,16,17,139040,186429,117074.4639,11.8704,9862.697,5384.6063,4,13,0,36,158,Bot
2026-06-20 11:58:02,192.168.1.253,57.244.34.87,33957,80,17,262438,521,25,485872,17875,1919489.5556,2080.4914,922.6136,236.0929,3,41,6,14,58,DoS Hulk
2026-06-20 11:45:19,192.168.0.86,134.137.82.26,33859,206,6,10288,5,2,58,170,22161.7418,680.4044,32.5714,9.214,0,6,8,0,2,PortScan
2026-06-20 09:53:58,192.168.3.198,200.58.132.52,23188,21,17,80257,13,120,4217,54691,733992.0505,1657.1763,442.9173,169.5014,0,15,10,11,68,FTP-Patator
2026-06-20 11:51:18,192.168.1.211,129.214.74.22,26539,443,6,234092,422,8,541006,19288,2393477.778,1836.8846,1303.0093,319.3225,2,84,6,3,64,DDoS
2026-06-20 10:45:41,192.168.1.176,218.92.173.143,53681,993,6,447651,52,34,8716,7326,35835.9526,192.1139,186.5349,78.2347,2,2,1,3,6,BENIGN
2026-06-20 12:01:41,192.168.2.157,193.89.93.14,20428,443,17,117545,517,25,420250,24519,3783818.963,4611.0,820.607,299.9616,0,59,0,19,54,DDoS
2026-06-20 11:38:37,192.168.2.8,217.44.186.240,55223,6667,17,6059919,169,190,113686,93151,34131.9744,59.2417,576.1476,163.1107,0,3,2,21,46,Bot
2026-06-20 11:54:22,192.168.2.120,66.7.206.96,10100,6667,6,4525389,34,133,136308,10750,32496.2119,36.9029,880.5868,423.5148,1,19,5,12,107,Bot
2026-06-20 08:40:11,192.168.1.35,29.49.101.217,46985,993,6,500399,54,16,23162,19639,85533.7441,139.8884,611.4429,164.8052,2,0,1,0,8,BENIGN
2026-06-20 09:12:11,192.168.3.152,113.138.109.193,26503,995,6,371309,58,61,17183,4234,57679.7223,320.4878,179.9748,42.6184,0,3,1,0,10,BENIGN
2026-06-20 11:11:26,192.168.1.193,175.126.87.128,16759,8080,6,414046,90,12,174445,10835,447486.5112,246.3494,1816.4706,446.8671,4,73,5,9,40,DoS Hulk
2026-06-20 15:21:59,192.168.2.173,121.59.189.88,53392,443,6,1471312,59,56,10495,22808,22634.9,78.1615,289.5913,73.8838,0,0,1,1,3,BENIGN
2026-06-20 10:14:40,192.168.2.107,24.206.62.248,22182,22,6,287068,90,39,37208,33379,245889.4757,449.3709,547.186,89.8717,1,22,1,13,87,SSH-Patator
2026-06-20 09:05:15,192.168.3.39,220.187.70.250,34018,224,6,21027,2,3,478,294,36714.7001,237.7895,154.4,73.3448,1,10,5,0,0,PortScan
2026-06-20 09:31:49,192.168.2.78,197.89.13.96,21813,80,6,393227,131,26,673676,67731,1885442.7595,399.2605,4722.3376,1549.3071,2,111,5,27,53,DoS Hulk
2026-06-20 14:39:23,192.168.2.238,217.149.95.167,7879,53,17,749574,74,63,14670,26729,55230.0373,182.7705,302.1825,135.2075,2,3,0,3,1,BENIGN
2026-06-20 12:38:52,192.168.2.70,199.51.88.128,64424,8080,6,93446,675,6,333006,11669,3688493.8895,7287.6314,506.1307,156.3662,0,64,1,16,19,DDoS
2026-06-20 08:05:36,192.168.1.165,138.142.204.18,17303,22,17,1258313,74,24,12099,8619,16464.9018,77.8821,211.4082,62.8948,2,0,0,0,1,BENIGN
2026-06-20 13:01:48,192.168.3.120,11.245.209.146,53533,8080,6,202478,72,14,397546,31176,2117375.7149,424.7375,4985.1395,1452.513,4,64,0,39,83,DoS Hulk
2026-06-20 13:19:05,192.168.3.224,62.214.127.181,57245,191,6,54164,1,3,406,0,7495.7536,73.8498,101.5,40.7967,3,11,8,0,3,PortScan
2026-06-20 14:31:41,192.168.0.186,145.71.154.191,30987,80,6,223528,186,7,626553,16061,2874870.2623,863.4265,3329.6062,1367.1079,2,158,6,10,16,DDoS
2026-06-20 15:32:09,192.168.0.214,94.167.150.57,38277,443,6,710757,52,38,341,25174,35898.345,126.6256,283.5,134.0128,2,2,0,3,1,BENIGN
2026-06-20 15:14:09,192.168.2.105,92.102.155.252,58640,25,17,281365,21,57,1201,12325,48072.788,277.22,173.4103,62.6059,1,2,0,2,4,BENIGN
2026-06-20 15:44:25,192.168.0.44,173.57.12.53,57913,443,6,200967,184,3,612422,27323,3183333.5821,930.501,3421.0963,1032.0816,2,47,0,9,47,DDoS
2026-06-20 15:31:10,192.168.3.201,217.113.131.167,45547,80,6,390946,196,17,43358,77024,307924.8797,544.8323,565.1737,187.432,0,43,2,23,73,DoS Hulk
2026-06-20 11:07:53,192.168.2.68,161.4.194.187,20762,80,6,11703,192,14,242971,12392,21820302.4865,17602.3242,1239.6262,339.765,1,114,1,19,11,DDoS
2026-06-20 13:42:46,192.168.3.184,121.128.245.90,27201,80,6,4761213,145,131,167892,116576,59746.9594,57.9684,1030.6812,504.8164,3,17,3,23,125,Bot
2026-06-20 15:43:10,192.168.1.251,119.179.206.47,24600,110,17,1483300,7,48,8812,2087,7347.8056,37.0795,198.1636,54.8931,2,1,1,2,3,BENIGN
2026-06-20 10:52:57,192.168.0.181,209.246.202.62,21695,110,6,1945364,55,56,14541,21022,18280.8976,57.0587,320.3874,116.9662,0,1,0,0,9,BENIGN
2026-06-20 14:40:00,192.168.3.189,60.29.10.221,40043,6667,6,7612203,181,99,18956,186114,26939.6389,36.783,732.3929,279.3404,4,9,6,32,171,Bot
2026-06-20 08:26:27,192.168.0.77,138.182.21.41,27236,143,17,872318,3,66,11604,15949,31585.9583,79.0996,399.3188,190.571,1,1,0,2,1,BENIGN
2026-06-20 11:00:50,192.168.0.209,17.189.174.18,38416,443,17,790277,15,18,16699,13236,37879.1234,41.7575,907.1212,368.0782,2,1,1,2,8,BENIGN
2026-06-20 13:32:44,192.168.2.14,168.244.247.164,10299,8080,17,492429,466,35,457582,44536,1019675.933,1017.4056,1002.2315,331.605,1,29,5,5,59,DoS Hulk
2026-06-20 14:17:53,192.168.3.18,23.205.12.136,15743,744,6,29727,7,2,58,62,4036.7343,302.7551,13.3333,4.8585,0,5,3,1,3,PortScan
2026-06-20 14:17:29,192.168.3.45,113.151.60.126,62608,443,6,127278,442,17,743312,2402,5858938.7011,3606.2792,1624.6492,631.9774,0,77,4,15,78,DDoS
2026-06-20 09:05:07,192.168.3.188,217.219.143.191,14723,995,6,1030332,30,67,13748,13158,26113.9128,94.1444,277.3814,97.3996,2,2,0,2,13,BENIGN
2026-06-20 14:25:10,192.168.3.109,124.102.233.126,61752,8080,17,241495,517,19,399281,38584,1813143.1293,2219.5077,816.9123,182.9,4,102,6,33,43,DoS Hulk
2026-06-20 13:18:14,192.168.0.95,143.183.121.239,40555,8080,6,876515,107,160,49247,155673,233789.4959,304.6154,767.4906,287.3862,0,5,1,21,15,Bot
2026-06-20 09:06:02,192.168.2.68,115.138.42.146,41055,110,6,1793171,65,69,11238,908,6773.4756,74.728,90.6418,20.0307,2,0,1,1,8,BENIGN
2026-06-20 10:08:21,192.168.0.213,159.111.246.12,51148,80,6,425602,574,10,96635,2623,233217.889,1372.174,169.9623,76.9231,0,114,8,22,74,DoS Hulk
2026-06-20 13:27:10,192.168.0.48,125.214.29.26,36763,922,17,35285,5,3,407,24,12214.8222,226.7252,53.875,23.5444,1,12,1,1,1,PortScan
2026-06-20 09:53:02,192.168.0.26,87.98.115.49,41697,22,17,642585,77,12,18154,6648,38597.2284,138.5031,278.6742,94.8771,0,3,1,3,2,BENIGN
2026-06-20 11:38:17,192.168.1.55,84.15.240.244,51729,21,6,242994,68,97,15675,6586,91611.3155,679.0291,134.9152,50.1733,1,13,3,7,9,FTP-Patator
2026-06-20 14:47:54,192.168.2.80,81.6.190.112,64374,80,17,284349,65,13,16674,18273,122901.7862,274.3108,448.0385,140.0189,0,3,1,0,8,BENIGN
2026-06-20 09:20:15,192.168.3.29,127.92.174.77,16996,21,6,173805,32,23,3094,40892,253076.7239,316.4466,799.7455,243.6353,3,6,2,15,54,FTP-Patator
2026-06-20 14:45:38,192.168.0.107,30.63.164.28,24886,993,6,402179,31,21,14766,5033,49229.3233,129.2957,380.75,101.4448,1,0,1,3,14,BENIGN
2026-06-20 13:49:10,192.168.1.142,180.61.117.222,64355,110,6,1487141,54,53,1081,13228,9621.818,71.9501,133.729,28.2241,2,2,0,1,6,BENIGN
2026-06-20 08:56:46,192.168.0.149,18.31.131.51,19281,6667,6,1901028,162,96,162237,8748,89943.4411,135.716,662.7326,244.9935,3,19,1,31,168,Bot
2026-06-20 10:58:00,192.168.0.190,168.82.94.182,1311,921,6,22837,3,3,177,129,13399.3081,262.7315,51.0,5.8015,1,10,1,1,4,PortScan
2026-06-20 08:36:16,192.168.2.120,94.3.70.155,45934,995,6,100417,14,66,4804,28735,333997.2315,796.6779,419.2375,168.9289,1,3,1,3,3,BENIGN
2026-06-20 11:12:39,192.168.1.172,84.236.194.13,50370,995,6,930041,29,55,3159,24468,29705.142,90.3186,328.8929,131.8952,1,3,1,1,4,BENIGN
2026-06-20 12:29:12,192.168.3.126,19.187.41.41,56032,443,6,1428060,44,48,17803,1360,13418.904,64.4231,208.2935,90.7807,2,2,0,3,2,BENIGN
2026-06-20 11:17:44,192.168.1.13,177.72.75.91,46280,143,17,755993,50,21,7356,20639,37030.7662,93.9162,394.2958,148.269,1,0,0,3,4,BENIGN
